,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
10086,Blues and Bullets - Episode 1: The End of Peace,XboxOne,2015-08-28,70,5.4,ACrowdofMonsters,"Action Adventure,General,Historic",No info,13,34
5419,Disney Infinity 3.0 Edition,XboxOne,2015-08-30,78,5.8,AvalancheSoftware,"Action Adventure,General",Up to 4 ,18,24
3892,Disney Infinity 3.0 Edition,PlayStation4,2015-08-30,80,6.0,AvalancheSoftware,"Action Adventure,General",Up to 4 ,53,84
12719,Rememoried,PC,2015-08-31,65,6.1,VladimirKudelka,"Adventure,3D,First-Person",No Online Multiplayer,8,8
4514,Stasis,PC,2015-08-31,79,7.5,THEBROTHERHOOD,"General,Miscellaneous,General",No info,31,122
9211,Danganronpa Another Episode: Ultra Despair Girls,PlayStationVita,2015-09-01,72,8.3,SpikeChunsoft,"Action Adventure,General",No Online Multiplayer,35,112
10878,Mad Max,PlayStation4,2015-09-01,69,7.8,AvalancheStudios,"General,Action,Action Adventure,General,Open-World",No Online Multiplayer,71,1492
292,Metal Gear Solid V: The Phantom Pain,PC,2015-09-01,91,7.8,KojimaProductions,"Action Adventure,Modern,Open-World",Up to 16 ,13,2520
8271,Mad Max,PC,2015-09-01,73,7.8,AvalancheStudios,"Action,Action Adventure,General,General,Open-World",No Online Multiplayer,22,1120
5986,Xeodrifter,PlayStation4,2015-09-01,77,5.5,RenegadeKid,"Action,Platformer,2D",No info,14,65
13182,Zombie Vikings,PlayStation4,2015-09-01,64,7.0,Zoink!,"Action,Beat-'Em-Up,2D",Up to 4 ,19,40
4347,Nobunaga's Ambition: Sphere of Influence,PlayStation4,2015-09-01,80,7.6,KoeiTecmoGames,"Strategy,Turn-Based,General",No Online Multiplayer,20,60
7862,Grow Home,PlayStation4,2015-09-01,74,6.1,UbisoftReflections,"Action Adventure,Sandbox,Open-World",No info,7,160
16161,Red Goddess: Inner World,PC,2015-09-01,53,7.0,YanimStudio,"Adventure,General,Action,Platformer,2D",No info,7,7
62,Metal Gear Solid V: The Phantom Pain,XboxOne,2015-09-01,95,7.4,"KojimaProductions,MobyDickStudio","Modern,Modern,Action Adventure,Open-World",Up to 16 ,10,1173
16959,The Muppets: Movie Adventures,PlayStationVita,2015-09-01,48,6.7,VirtualToys,"Action,General",No Online Multiplayer,12,24
152,Metal Gear Solid V: The Phantom Pain,PlayStation4,2015-09-01,93,8.2,"KojimaProductions,MobyDickStudio","Modern,Action Adventure,Modern,Open-World",Up to 16 ,86,5583
8064,Armello,PlayStation4,2015-09-01,74,7.1,LeagueofGeeks,"Miscellaneous,Board / Card Game",Up to 4 ,15,50
8742,Mad Max,XboxOne,2015-09-01,72,7.6,AvalancheStudios,"Action,Action Adventure,General,General,Open-World",No Online Multiplayer,18,311
6887,Armello,PC,2015-09-01,75,7.1,LeagueofGeeks,"Miscellaneous,General,Board / Card Game",Online Multiplayer,26,75
9771,Act of Aggression,PC,2015-09-02,71,7.1,EugenSystems,"Military,Strategy,Real-Time,General",No info,37,98
4023,Company of Heroes 2: The British Forces,PC,2015-09-02,80,6.3,"Relic,RelicEntertainment","Strategy,Real-Time,General",No info,14,58
8889,Renowned Explorers: International Society,PC,2015-09-02,72,6.4,AbbeyGames,"Strategy,Real-Time,Tactics",No Online Multiplayer,19,79
1450,Gunman Clive HD Collection,WiiU,2015-09-03,86,8.2,HorbergProductions,"Miscellaneous,Compilation",No info,10,40
6132,Broken Sword 5: The Serpent's Curse,XboxOne,2015-09-04,77,7.1,RevolutionSoftware,"Adventure,General",No info,12,16
9095,"Warhammer 40,000: Regicide",PC,2015-09-08,72,7.6,HammerfallPublishing,"Sci-Fi,Strategy,Real-Time,General",Online Multiplayer,16,17
3301,Tearaway Unfolded,PlayStation4,2015-09-08,81,8.0,MediaMolecule,"Action Adventure,Adventure,General,Fantasy",No info,70,293
16448,Beyond Eyes,PlayStation4,2015-09-08,52,4.8,tiger&squid,"Action Adventure,General",No info,7,22
11168,Master Spy,PC,2015-09-08,68,8.5,TURBOGUN,"Action,Platformer,2D",No Online Multiplayer,7,4
4346,Hatsune Miku: Project Mirai DX,3DS,2015-09-08,80,8.2,Sega,"Miscellaneous,Action,Rhythm,Music",No info,32,94
8783,Broken Sword 5: The Serpent's Curse,PlayStation4,2015-09-08,72,7.0,RevolutionSoftware,"Adventure,General",No Online Multiplayer,14,50
3801,Lovers in a Dangerous Spacetime,PC,2015-09-09,80,7.6,AsteroidBase,"Action,Platformer,Platformer,Shooter,2D,2D,Shoot-'Em-Up,Horizontal",No Online Multiplayer,16,30
2824,Lovers in a Dangerous Spacetime,XboxOne,2015-09-09,82,7.2,AsteroidBase,"Platformer,2D,Action,Shooter,Shoot-'Em-Up,Horizontal",No info,27,34
2511,Castle Crashers Remastered,XboxOne,2015-09-09,83,7.8,TheBehemoth,"Action,Beat-'Em-Up,2D",No info,16,48
6005,Dragon Age: Inquisition - Trespasser,PC,2015-09-09,77,7.7,BioWare,"Role-Playing,Action RPG,Western-Style",No info,7,123
11167,Q.U.B.E. Director's Cut,WiiU,2015-09-10,68,5.9,ToxicGames,"Miscellaneous,Puzzle,Logic",No info,8,8
4022,Dropsy,PC,2015-09-10,80,7.4,"Tendershoot,AJollyCorpse","Adventure,Point-and-Click",No Online Multiplayer,28,53
14778,Cross of the Dutchman,PC,2015-09-10,59,6.8,TriangleStudios,"Action Adventure,Fantasy,General",No info,14,13
8850,Leo's Fortune,XboxOne,2015-09-11,72,6.4,1337&SenriLLC,"Action,Platformer,2D",No info,12,8
742,Super Mario Maker,WiiU,2015-09-11,88,8.7,Nintendo,"Action,Platformer,2D",No Online Multiplayer,85,840
4161,NHL 16,XboxOne,2015-09-15,80,6.1,"EASports,EACanada","Sports,Team,Ice Hockey,Sim",Up to 12 ,18,84
687,Destiny: The Taken King,XboxOne,2015-09-15,89,5.3,"BungieSoftware,Bungie","Action,Shooter,First-Person,Arcade",No info,11,419
1086,Pro Evolution Soccer 2016,PlayStation4,2015-09-15,87,7.2,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,54,711
1432,Destiny: The Taken King,PlayStation4,2015-09-15,86,6.2,Bungie,"Action,Shooter,First-Person,Arcade",No info,81,1098
1717,Pro Evolution Soccer 2016,XboxOne,2015-09-15,85,6.0,Konami,"Sports,Team,Soccer,Sim",No info,14,151
15193,Senran Kagura 2: Deep Crimson,3DS,2015-09-15,58,6.5,Tamsoft,"Action,Beat-'Em-Up,2D",2 ,28,78
5300,NHL 16,PlayStation4,2015-09-15,78,5.4,"EASports,EACanada","Sports,Team,Ice Hockey,Sim",Up to 12 ,28,171
224,Undertale,PC,2015-09-15,92,8.4,tobyfox,"Role-Playing,General,Japanese-Style",No Online Multiplayer,43,4446
13016,Albino Lullaby: Episode 1,PC,2015-09-15,64,0.0,ApeLaw,"Action Adventure,Survival",No info,9,0
1046,Forza Motorsport 6,XboxOne,2015-09-15,87,7.7,Turn10,"Driving,GT / Street,Racing,Simulation,Automobile",Up to 24 ,85,886
6811,Pro Evolution Soccer 2016,PC,2015-09-16,76,4.2,Konami,"Sports,Team,Soccer,Sim",No info,12,310
11811,Skyshine's Bedlam,PC,2015-09-16,67,5.0,SkyshineGames,"Strategy,Turn-Based,General",No Online Multiplayer,26,36
3155,Year Walk,WiiU,2015-09-17,82,7.6,Simogo,"Adventure,3D,First-Person",No info,12,28
3711,World of Warships,PC,2015-09-17,81,6.3,"Wargaming.net,LestaStudio","General,Action,Simulation,General,Marine,Combat",Up to 24 ,29,345
4948,The Book of Unwritten Tales 2,XboxOne,2015-09-18,79,7.5,KINGArt,"Adventure,General,Point-and-Click",No info,7,11
13684,The Book of Unwritten Tales 2,PlayStation4,2015-09-18,63,6.7,KINGArt,"Adventure,General,Point-and-Click",No info,9,21
6608,Skylanders SuperChargers,XboxOne,2015-09-20,76,5.4,VicariousVisions,"Action,Platformer,3D",No info,15,22
3414,Skylanders SuperChargers,PlayStation4,2015-09-20,81,3.6,VicariousVisions,"Action,Platformer,3D",Up to 4 ,51,34
1054,Skylanders SuperChargers,WiiU,2015-09-20,87,5.7,VicariousVisions,"Action,Platformer,3D",No info,13,73
2099,SOMA,PC,2015-09-21,84,8.4,FrictionalGames,"Horror,Horror,Action Adventure,Survival",No Online Multiplayer,68,1138
2209,FIFA 16,XboxOne,2015-09-22,84,4.4,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,45,480
1740,System Shock: Enhanced Edition,PC,2015-09-22,85,8.5,LookingGlassStudios,"Action Adventure,General",No Online Multiplayer,9,60
12538,Laserlife,PlayStation4,2015-09-22,65,0.0,ChoiceProvisions,"Action,Shooter,Rail",No info,8,0
6636,Blood Bowl 2,PC,2015-09-22,76,6.2,Cyanide,"Sports,General,Team,Football,Arcade",No info,31,89
9142,Blood Bowl 2,PlayStation4,2015-09-22,72,7.0,Cyanide,"Sports,General,Team,Football,Arcade",2 ,18,46
2733,FIFA 16,PlayStation4,2015-09-22,82,4.4,EASports,"Sports,Team,Soccer,Sim",Up to 22 ,42,1002
10224,Blood Bowl 2,XboxOne,2015-09-22,70,7.3,Cyanide,"Sports,General,Team,Football,Arcade",2 ,9,12
9439,Penarium,PlayStation4,2015-09-22,71,6.2,SelfMadeMiracle,"Action,General,Platformer,2D",No Online Multiplayer,8,6
17931,Afro Samurai 2: Revenge of Kuma Volume One,PlayStation4,2015-09-22,21,2.8,VersusEvil,"Action,Beat-'Em-Up,2D",No info,15,59
4490,SOMA,PlayStation4,2015-09-22,79,8.1,FrictionalGames,"Horror,Horror,Action Adventure,Survival",No info,27,481
3770,FIFA 16,PC,2015-09-22,81,4.5,EASports,"Sports,Team,Soccer,Sim",No info,10,349
12985,Extreme Exorcism,XboxOne,2015-09-23,64,0.0,GoldenRubyGames,"Action,Platformer,2D",No info,10,0
4986,Extreme Exorcism,WiiU,2015-09-23,79,6.5,GoldenRubyGames,"Action,Platformer,2D",No Online Multiplayer,11,11
8888,Penarium,XboxOne,2015-09-23,72,0.0,SelfMadeMiracle,"Action,General,Platformer,2D",No Online Multiplayer,7,0
4884,Assault Android Cactus,PC,2015-09-23,79,6.9,WitchBeam,"General,General,Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,15,32
4568,Cities: Skylines - After Dark,PC,2015-09-24,79,7.7,ColossalOrder,"Strategy,Management,Government",No info,15,82
4563,Else Heart.Break(),PC,2015-09-24,79,7.2,ErikSvedang,"Role-Playing,General",No Online Multiplayer,10,16
14540,A Fistful of Gun,PC,2015-09-24,60,7.6,FarmerGnome,"Action,General,Shooter,Shoot-'Em-Up,Top-Down",Up to 9 ,10,14
12143,Animal Crossing: Happy Home Designer,3DS,2015-09-25,66,6.9,Nintendo,"Simulation,Virtual,Career",No Online Multiplayer,60,129
1137,NBA 2K16,PlayStation4,2015-09-25,87,6.7,VisualConcepts,"Action,General,Sports,Team,Basketball,Sim",Up to 10 ,51,436
1262,NBA 2K16,XboxOne,2015-09-25,86,6.1,VisualConcepts,"Action,General,Sports,Team,Basketball,Sim",Up to 10 ,14,123
13525,Grand Ages: Medieval,PC,2015-09-25,63,5.5,GamingMindsStudios,"Strategy,Real-Time,General,Historic",No info,11,53
10706,"Guns, Gore & Cannoli",XboxOne,2015-09-25,69,7.3,ClaeysBrothersArts,"Action,Shooter,Third-Person,Modern,Arcade",No info,10,20
3819,LEGO Dimensions,XboxOne,2015-09-27,80,7.0,Traveller'sTales,"Action Adventure,General",No Online Multiplayer,12,31
4011,LEGO Dimensions,PlayStation4,2015-09-27,80,7.1,Traveller'sTales,"Action Adventure,General",Up to 4 ,53,81
14825,NBA Live 16,PlayStation4,2015-09-29,59,6.1,EASports,"Sports,Team,Basketball,Sim",Up to 10 ,27,74
14518,NBA Live 16,XboxOne,2015-09-29,60,5.6,EASports,"Sports,Team,Basketball,Sim",Up to 10 ,17,70
6330,Persona 4: Dancing All Night,PlayStationVita,2015-09-29,76,5.4,"Atlus,DingoInc.","Miscellaneous,Action,Rhythm,Music",No Online Multiplayer,51,314
8511,Samurai Warriors 4-II,PlayStation4,2015-09-29,73,7.0,OmegaForce,"Action,Beat-'Em-Up,3D",2 ,26,35
11806,Might & Magic: Heroes VII,PC,2015-09-29,67,4.9,LimbicEntertainment,"Fantasy,Strategy,Turn-Based,General",No Online Multiplayer,39,430
17843,Tony Hawk's Pro Skater 5,PlayStation4,2015-09-29,32,1.5,Robomodo,"Sports,Individual,Skate / Skateboard",Up to 20 ,43,444
4578,Jotun,PC,2015-09-29,79,6.6,ThunderLotusGames,"Action,General",No Online Multiplayer,28,87
1983,80 Days (2015),PC,2015-09-29,84,7.4,"inkle,CapeGuy","Adventure,Visual Novel",No Online Multiplayer,8,36
17622,Tony Hawk's Pro Skater 5,XboxOne,2015-09-29,39,2.1,Robomodo,"Sports,Individual,Skate / Skateboard",Up to 20 ,18,133
12886,The Escapists: The Walking Dead,XboxOne,2015-09-30,65,7.3,Team17,"Action,General",No info,19,6
15437,Armikrog,PC,2015-09-30,57,5.1,PencilTestStudios,"General,Adventure,Point-and-Click",No Online Multiplayer,39,82
17547,Chronus Arc,3DS,2015-10-01,40,6.1,Kemco,"Role-Playing,Japanese-Style",No info,8,11
6504,The Beginner's Guide,PC,2015-10-01,76,7.5,DaveyWreden,"Adventure,General",No Online Multiplayer,35,301
12566,Heroes of Normandie,PC,2015-10-01,65,3.6,CatRabbit,"Miscellaneous,Board / Card Game",No info,7,20
4016,Read Only Memories,PC,2015-10-05,80,4.3,MidBoss,"General,Adventure,Point-and-Click",No Online Multiplayer,12,118
4508,Rock Band 4,XboxOne,2015-10-06,79,6.5,HarmonixMusicSystems,"Action,Rhythm,Music",Up to 4 ,27,58
7181,Dengeki Bunko: Fighting Climax,PlayStationVita,2015-10-06,75,8.4,"Sega,French-Bread","Action,Fighting,2D",Up to 4 ,7,29
5301,Rock Band 4,PlayStation4,2015-10-06,78,6.4,HarmonixMusicSystems,"Action,Rhythm,Music",Up to 4 ,51,104
3800,Disgaea 5: Alliance of Vengeance,PlayStation4,2015-10-06,80,8.2,NipponIchiSoftware,"Fantasy,Strategy,Turn-Based,Tactics",No Online Multiplayer,43,204
13627,Skyhill,PC,2015-10-06,63,5.6,Mandragora,"Role-Playing,Action Adventure,Survival,Roguelike",No Online Multiplayer,24,33
7954,Transformers: Devastation,PC,2015-10-06,74,7.4,PlatinumGames,"Action,Beat-'Em-Up,3D",No info,9,75
5978,Transformers: Devastation,PlayStation4,2015-10-06,77,7.5,PlatinumGames,"Action,Beat-'Em-Up,3D",No Online Multiplayer,50,213
4354,Elite: Dangerous,XboxOne,2015-10-06,80,7.1,FrontierDevelopments,"Simulation,Space,Civilian",Up to 16 ,30,116
16029,RIDE,XboxOne,2015-10-06,54,5.3,MilestoneS.r.l,"Racing,Simulation,General,Automobile",No info,9,19
12270,RIDE,PlayStation4,2015-10-06,66,6.8,MilestoneS.r.l,"Racing,Simulation,General,Automobile",Up to 12 ,30,53
14755,Saint Seiya: Soldiers' Soul,PlayStation4,2015-10-06,59,7.4,DimpsCorporation,"Action,Fighting,3D",2 ,30,88
7341,Transformers: Devastation,XboxOne,2015-10-06,75,7.6,PlatinumGames,"Action,Beat-'Em-Up,3D",No Online Multiplayer,25,67
1805,Super Meat Boy,PlayStation4,2015-10-06,85,6.9,TeamMeat,"Action,Platformer,2D",No Online Multiplayer,7,160
9324,Metal Gear Solid V: Metal Gear Online,PlayStation4,2015-10-06,72,7.0,KojimaProductions,"Action Adventure,Open-World",No info,8,79
12342,Dengeki Bunko: Fighting Climax,PlayStation3,2015-10-06,66,7.9,"Sega,French-Bread","Action,Fighting,2D",Up to 4 ,13,33
10096,Teslapunk,XboxOne,2015-10-07,70,6.6,klutzGames,"Action,Shooter,Shoot-'Em-Up,Vertical",No info,7,7
9847,Sublevel Zero,PC,2015-10-08,71,7.1,SigtrapGames,"Simulation,Space,Combat",No Online Multiplayer,13,8
12777,WRC 5,PC,2015-10-08,65,6.0,Kylotonn,"Racing,Simulation,Automobile",No info,8,41
1057,3D Sonic the Hedgehog 2,3DS,2015-10-08,87,8.4,M2,"Action,Platformer,2D",No info,10,92
11218,Masochisia,PC,2015-10-09,68,7.2,Oldblood,"Adventure,Point-and-Click",No Online Multiplayer,7,11
4751,Sid Meier's Civilization: Beyond Earth - Rising Tide,PC,2015-10-09,79,6.1,FiraxisGames,"Strategy,Turn-Based,General,4X",No info,39,128
1190,Uncharted: The Nathan Drake Collection,PlayStation4,2015-10-09,86,8.6,BluepointGames,"Miscellaneous,Action Adventure,General,Compilation",No Online Multiplayer,78,2657
14731,Chibi-Robo! Zip Lash,3DS,2015-10-09,59,5.8,"Nintendo,SkipLtd.","Action,Platformer,2D",No Online Multiplayer,50,104
16714,Animal Gods,PC,2015-10-12,50,0.0,StillGames,"Role-Playing,Action RPG",No Online Multiplayer,10,0
493,The Witcher 3: Wild Hunt - Hearts of Stone,PlayStation4,2015-10-12,90,9.0,CDProjektRedStudio,"Role-Playing,Action RPG",No info,25,1704
14711,One Upon Light,PlayStation4,2015-10-13,59,0.0,SingaporeUniversityofTechnologyandDesign,"Puzzle,Action",No info,9,0
901,The Talos Principle: Deluxe Edition,PlayStation4,2015-10-13,88,8.1,Croteam,"Adventure,3D,First-Person,Sci-Fi",No info,31,216
5734,Wasteland 2: Director's Cut,XboxOne,2015-10-13,77,7.0,InXileEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,13,72
11658,The Legend of Legacy,3DS,2015-10-13,67,7.1,"CattleCall,FuRyu","Role-Playing,Japanese-Style",No info,31,60
16204,Bedlam: The Game by Christopher Brookmyre,PlayStation4,2015-10-13,53,4.2,StandfastInteractive,"Action,Shooter,First-Person,Arcade",No info,18,12
5915,Minecraft: Story Mode - Episode 1: The Order of the Stone,XboxOne,2015-10-13,77,5.6,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,13,62
13765,WRC 5,PlayStation4,2015-10-13,62,5.9,"Kylotonn,MilestoneS.r.l","Racing,Simulation,Automobile",Up to 8 ,22,34
9927,Minecraft: Story Mode - Episode 1: The Order of the Stone,PlayStation4,2015-10-13,71,4.3,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,23,83
523,The Witcher 3: Wild Hunt - Hearts of Stone,PC,2015-10-13,89,9.1,CDProjektRedStudio,"Role-Playing,Action RPG",No info,37,2622
14618,Corpse Party: Blood Drive,PlayStationVita,2015-10-13,60,7.5,5pb,"Adventure,General",No Online Multiplayer,19,61
13226,Grand Ages: Medieval,PlayStation4,2015-10-13,64,6.5,GamingMindsStudios,"Strategy,Real-Time,General",Up to 8 ,10,22
4228,Wasteland 2: Director's Cut,PlayStation4,2015-10-13,80,7.5,InXileEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,21,199
5776,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation4,2015-10-13,77,7.6,OmegaForce,"2D,Action,Beat-'Em-Up,3D",No info,75,242
9882,Minecraft: Story Mode - Episode 1: The Order of the Stone,PC,2015-10-13,71,4.4,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,25,264
10746,Crimsonland,XboxOne,2015-10-14,69,6.8,"10tonsEntertainment,10tons","Action,Shooter,Shoot-'Em-Up,Top-Down",No info,10,4
5305,Mushroom 11,PC,2015-10-15,78,7.3,Untame,"Action,Platformer,2D",No info,20,20
3612,The Age of Decadence,PC,2015-10-15,81,8.0,IronTowerStudio,"PC-style RPG,Role-Playing,Western-Style",No Online Multiplayer,17,229
3335,Downwell,PC,2015-10-15,81,6.6,Moppin,"Action,General",No Online Multiplayer,20,121
5277,Human Resource Machine,PC,2015-10-15,78,7.9,TomorrowCorporation,"Puzzle,General",No Online Multiplayer,12,42
5087,Yoshi's Woolly World,WiiU,2015-10-16,78,8.5,Good-Feel,"Action Adventure,Platformer,2D,Fantasy,Action,Platformer,2D",No info,83,453
11340,Kromaia Omega,PlayStation4,2015-10-16,68,5.9,KrakenEmpire,"Action,Shooter,Rail",No info,11,8
14369,Sword Coast Legends,PC,2015-10-19,61,5.6,n-Space,"Role-Playing,General,Western-Style",No info,39,244
12427,Just Dance 2016,XboxOne,2015-10-20,66,6.1,Ubisoft,"Action,Rhythm,Dancing",No info,10,18
1194,Tales from the Borderlands: A Telltale Game Series,PlayStation4,2015-10-20,86,8.1,TelltaleGames,"Adventure,General",No Online Multiplayer,8,515
3412,Guitar Hero Live,XboxOne,2015-10-20,81,5.0,FreeStyleGames,"Action,Rhythm,Music",No info,21,76
1178,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,2015-10-20,86,8.7,TelltaleGames,"Adventure,General",No Online Multiplayer,32,302
8563,Just Dance 2016,WiiU,2015-10-20,73,6.9,Ubisoft,"Action,Rhythm,Dancing",No info,7,14
3423,Life is Strange: Episode 5 - Polarized,PlayStation4,2015-10-20,81,8.3,DONTNODEntertainment,"Action Adventure,General",No info,30,275
1568,Life is Strange,PlayStation4,2015-10-20,85,8.6,DONTNODEntertainment,"Sci-Fi,Action Adventure,General",No Online Multiplayer,23,1744
2627,Life is Strange: Episode 5 - Polarized,PC,2015-10-20,83,8.4,DONTNODEntertainment,"Action Adventure,General",No info,8,340
8867,Tales of Zestiria,PlayStation4,2015-10-20,72,7.3,BandaiNamcoGames,"Role-Playing,Action RPG,Japanese-Style",No Online Multiplayer,59,375
12510,Adventure Time: Finn and Jake Investigations,XboxOne,2015-10-20,66,5.5,ViciousCycle,"Adventure,3D,Third-Person",No info,9,11
6997,Rebel Galaxy,PC,2015-10-20,75,7.5,"DoubleDamageGames,Inc.,DoubleDamageGames","Action,Action Adventure,General,Open-World",No Online Multiplayer,28,119
15487,Pulse,PC,2015-10-20,57,5.1,"TeamPixelPi,PixelPiGames","General,Action,General",No info,8,8
491,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PlayStation4,2015-10-20,90,7.9,TelltaleGames,"Adventure,General",No info,7,181
1515,Tales from the Borderlands: A Telltale Game Series,PC,2015-10-20,85,8.5,TelltaleGames,"Adventure,General",No Online Multiplayer,19,516
2343,Life is Strange,PC,2015-10-20,83,8.6,DONTNODEntertainment,"Action Adventure,Sci-Fi,General",No Online Multiplayer,15,2725
17123,Primal Carnage: Extinction,PlayStation4,2015-10-20,46,6.1,"LukewarmMedia,Circle5,Circle5Studios","Action Adventure,Sci-Fi,General,Action,Shooter,First-Person,Arcade",Up to 16 ,10,19
14379,Dragon Ball Z: Extreme Butoden,3DS,2015-10-20,61,7.0,ArcSystemWorks,"Action,Fighting,2D",No Online Multiplayer,32,43
3851,Life is Strange: Episode 5 - Polarized,XboxOne,2015-10-20,80,8.4,DONTNODEntertainment,"Action Adventure,General",No info,7,86
1435,Code:Realize - Guardian of Rebirth,PlayStationVita,2015-10-20,86,8.1,Otomate,"Adventure,Visual Novel",No Online Multiplayer,10,49
4278,Guitar Hero Live,PlayStation4,2015-10-20,80,6.2,FreeStyleGames,"Action,Rhythm,Music",No info,69,193
11620,Knights of Pen & Paper 2,PC,2015-10-20,67,6.0,KyyGames,"Role-Playing,General",No Online Multiplayer,9,16
5028,ZEN Pinball 2: Balls of Glory,PlayStation4,2015-10-20,78,6.2,ZenStudios,"Action,Pinball",No info,9,5
8215,Just Dance 2016,PlayStation4,2015-10-20,73,5.8,Ubisoft,"Action,Rhythm,Dancing",Up to 6 ,10,26
6785,DISTRAINT,PC,2015-10-21,76,7.5,JesseMakkonen,"Adventure,General",No Online Multiplayer,8,71
17082,Coast Guard,PC,2015-10-21,47,3.8,"RealityTwistGmbH,RealityTwist","Adventure,3D,First-Person",No Online Multiplayer,10,4
7656,Kingdom,PC,2015-10-21,74,7.6,ThomasvandenBerg,"Action,General",No Online Multiplayer,17,72
11654,Fatal Frame: Maiden of Black Water,WiiU,2015-10-22,67,7.8,KoeiTecmoGames,"Action,General,Horror,Action Adventure,Survival",No info,58,244
6548,Assassin's Creed Syndicate,PlayStation4,2015-10-23,76,6.8,UbisoftQuebec,"Historic,Action Adventure,Open-World",No Online Multiplayer,86,1955
3545,Guild Wars 2: Heart of Thorns,PC,2015-10-23,81,7.3,ArenaNet,"Role-Playing,Massively Multiplayer",No info,22,953
4553,Warhammer: End Times - Vermintide,PC,2015-10-23,79,7.7,"FatsharkAB,Fatshark","Action,Shooter,First-Person,Tactical",No info,39,305
5426,Assassin's Creed Syndicate,XboxOne,2015-10-23,78,6.4,UbisoftQuebec,"Historic,Action Adventure,Open-World",No Online Multiplayer,22,530
8397,The Legend of Zelda: Tri Force Heroes,3DS,2015-10-23,73,7.5,Nintendo,"Action Adventure,Open-World",Up to 3 ,73,219
1602,Chaos Reborn,PC,2015-10-26,85,7.9,SnapshotGamesInc.,"Fantasy,Strategy,Turn-Based,General",No info,10,59
14962,Minecraft: Story Mode - Episode 2: Assembly Required,PC,2015-10-27,59,4.3,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,13,62
8495,WWE 2K16,PlayStation4,2015-10-27,73,7.2,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",Up to 6 ,47,262
11967,The Park,PC,2015-10-27,67,6.2,Funcom,"Action Adventure,Survival",No Online Multiplayer,25,84
17467,MX vs. ATV Supercross Encore,PlayStation4,2015-10-27,42,4.2,RainbowStudios,"Racing,General,Arcade,Automobile",Up to 12 ,8,22
9006,WWE 2K16,XboxOne,2015-10-27,72,5.3,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",Up to 6 ,18,91
14412,Minecraft: Story Mode - Episode 2: Assembly Required,XboxOne,2015-10-27,61,4.8,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,8,26
744,Divinity: Original Sin Enhanced Edition,XboxOne,2015-10-27,88,7.6,LarianStudiosGames,"Role-Playing,Action RPG,Western-Style",2 ,7,138
4812,Driveclub Bikes,PlayStation4,2015-10-27,79,7.4,EvolutionStudios,"Racing,Simulation,Automobile",Up to 12 ,29,122
1956,Halo 5: Guardians,XboxOne,2015-10-27,84,6.4,343Industries,"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,First-Person,Arcade",Up to 24 ,101,3266
16257,Minecraft: Story Mode - Episode 2: Assembly Required,PlayStation4,2015-10-27,53,4.7,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info,7,39
803,Divinity: Original Sin Enhanced Edition,PlayStation4,2015-10-27,88,8.0,LarianStudiosGames,"Role-Playing,Action RPG,Western-Style",2 ,39,557
9138,Human Resource Machine,WiiU,2015-10-29,72,7.5,TomorrowCorporation,"Puzzle,General",No info,7,8
6692,Pathologic Classic HD,PC,2015-10-29,76,8.6,Ice-PickLodge,"Adventure,3D,First-Person",No Online Multiplayer,11,76
5539,Galak-Z: The Dimensional,PC,2015-10-29,78,6.0,17-Bit,"Action,Shooter,Shoot-'Em-Up,Vertical",No Online Multiplayer,7,10
4275,The Legend of Heroes: Trails in the Sky SC,PC,2015-10-29,80,8.8,Falcom,"Console-style RPG,Role-Playing,Japanese-Style",No Online Multiplayer,7,117
1594,The Binding of Isaac: Afterbirth,PC,2015-10-30,85,8.3,Nicalis,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,10,274
6884,Darksiders II: Deathinitive Edition,XboxOne,2015-10-30,75,7.3,"GunfireGames,Kaiko","Action Adventure,Open-World",No info,10,47
9245,Darksiders II: Deathinitive Edition,PlayStation4,2015-10-30,72,7.3,GunfireGames,"Action Adventure,Open-World",No Online Multiplayer,28,213
8827,Anno 2205,PC,2015-11-02,72,6.1,BlueByte,"Strategy,Management,Government",No Online Multiplayer,45,315
